 "Time In", "Time Out"
 "2018-12-07 09:21:38", "2018-12-07 09:24:16"
 "2018-12-07 09:24:20", "2018-12-07 09:38:10"
 "2018-12-06 13:43:11", "2018-12-06 14:27:22"
 "2018-12-05 14:49:20", "2018-12-05 15:52:49"
 "2018-12-07 09:47:13", "2018-12-07 09:56:45"
 "2018-12-05 15:02:39", "2018-12-05 15:05:57"
 "2018-12-04 13:21:41", "2018-12-04 13:56:37"
 "2018-12-06 12:41:39", "2018-12-06 13:10:43"
 "2018-12-04 10:55:17", "2018-12-04 11:49:44"
 "2018-12-03 11:26:16", ""
 "2018-12-06 12:13:46", ""
 "2018-12-04 13:16:32", "2018-12-04 14:14:48"
 "2018-12-06 13:26:25", "2018-12-06 13:57:46"
 "2018-12-03 14:50:56", "2018-12-03 15:51:14"
 "2018-12-06 09:45:40", ""
 "2018-12-05 11:53:54", "2018-12-05 14:26:51"
 "2018-12-05 14:26:53", ""
 "2018-12-03 13:03:55", "2018-12-03 13:32:34"
 "2018-12-05 13:20:27", ""
 "2018-12-06 12:27:54", ""
 "2018-12-04 10:01:41", "2018-12-04 10:55:43"
 "2018-12-04 09:24:30", "2018-12-04 10:46:36"
 "2018-12-04 13:58:24", "2018-12-04 15:16:17"
 "2018-12-06 13:53:21", "2018-12-06 13:58:37"
 "2018-12-06 13:39:22", "2018-12-06 14:28:15"
 "2018-12-03 16:02:43", ""
 "2018-12-05 13:23:02", "2018-12-05 13:45:01"
 "2018-12-05 09:27:44", ""
 "2018-11-30 09:16:04", ""
 "2018-12-05 09:43:34", "2018-12-05 13:16:32"
 "2018-12-07 08:58:57", ""
 "2018-11-30 09:07:32", "2018-11-30 10:00:06"
 "2018-12-05 14:08:18", "2018-12-05 15:48:34"
 "2018-12-05 16:47:56", "2018-12-05 16:50:52"
 "2018-12-06 15:29:03", "2018-12-06 15:32:36"
 "2018-12-03 10:55:51", "2018-12-03 11:25:51"
 "2018-12-03 11:49:54", ""
 "2018-12-05 14:52:01", ""
 "2018-12-03 14:17:07", "2018-12-03 14:44:26"
 "2018-12-05 09:54:00", "2018-12-05 10:19:22"
 "2018-12-03 10:56:56", "2018-12-03 11:38:22"
 "2018-12-05 12:59:13", "2018-12-05 13:55:54"
 "2018-12-05 13:56:02", ""
 "2018-12-06 13:51:31", ""
 "2018-12-07 10:52:22", ""
 "2018-12-04 11:54:59", "2018-12-04 12:23:25"
 "2018-12-05 14:56:11", "2018-12-05 16:21:28"
 "2018-12-06 11:47:49", "2018-12-06 12:28:31"
 "2018-12-06 10:23:42", "2018-12-06 10:47:19"
 "2018-12-04 10:57:06", "2018-12-04 12:21:32"
 "2018-12-06 17:52:59", ""
 "2018-12-04 14:03:44", ""
 "2018-12-06 09:58:44", "2018-12-06 10:50:32"
 "2018-12-05 17:18:15", ""
 "2018-12-06 13:34:33", ""
 "2018-12-04 12:26:11", "2018-12-04 13:51:23"
 "2018-12-04 15:15:43", "2018-12-04 15:45:28"
 "2018-12-05 13:53:24", "2018-12-05 14:35:59"
 "2018-12-05 09:53:27", "2018-12-05 10:19:06"
 "2018-12-04 12:07:17", "2018-12-04 12:53:56"
 "2018-12-06 11:48:43", "2018-12-06 12:53:50"
 "2018-11-30 14:32:37", "2018-11-30 16:58:24"
 "2018-12-03 10:25:56", "2018-12-03 10:26:02"
 "2018-12-04 11:49:37", "2018-12-04 12:25:10"
 "2018-12-05 10:47:26", "2018-12-05 10:59:13"
 "2018-12-05 12:23:49", "2018-12-05 12:49:46"
 "2018-12-05 16:20:35", "2018-12-05 17:16:11"
 "2018-12-05 09:15:48", "2018-12-05 09:45:48"
 "2018-12-06 09:21:20", "2018-12-06 13:52:50"
 "2018-12-03 14:06:46", "2018-12-03 16:01:53"
 "2018-12-03 10:00:00", "2018-12-03 10:53:11"
 "2018-12-03 15:32:40", "2018-12-03 16:43:29"
 "2018-12-04 11:54:23", "2018-12-04 13:31:19"
 "2018-12-05 10:02:13", "2018-12-05 10:52:13"
 "2018-12-06 13:12:46", "2018-12-06 13:13:35"
 "2018-12-07 09:41:35", "2018-12-07 09:47:35"
 "2018-12-03 13:04:08", "2018-12-03 13:32:26"
 "2018-12-03 13:50:35", "2018-12-03 14:51:27"
 "2018-12-03 13:21:10", "2018-12-03 14:51:42"
 "2018-12-03 15:21:31", "2018-12-03 15:49:48"
 "2018-12-05 14:50:22", "2018-12-05 15:59:18"
 "2018-12-04 10:51:04", "2018-12-04 13:46:05"
 "2018-12-04 13:54:51", ""
 "2018-12-06 13:59:13", "2018-12-06 14:40:54"
 "2018-12-06 14:22:01", "2018-12-06 14:54:27"
 "2018-12-05 12:47:31", ""
 "2018-12-03 11:31:49", "2018-12-03 12:17:15"
 "2018-12-05 10:05:19", "2018-12-05 12:50:21"
 "2018-12-03 11:56:52", "2018-12-03 12:18:18"
 "2018-12-05 14:52:32", "2018-12-05 16:30:19"
 "2018-12-06 14:40:37", "2018-12-06 15:47:05"
 "2018-12-03 13:54:24", "2018-12-03 14:56:32"
 "2018-12-06 10:56:07", "2018-12-06 11:50:10"
 "2018-12-05 14:00:08", "2018-12-05 15:48:41"
 "2018-12-04 14:52:28", ""
 "2018-12-03 10:14:03", "2018-12-03 11:35:49"
 "2018-12-04 13:35:15", ""
 "2018-12-06 12:41:22", ""
 "2018-12-03 10:48:25", "2018-12-03 11:11:58"
 "2018-12-03 11:51:01", ""
 "2018-12-05 10:00:47", ""
 "2018-11-30 15:24:37", "2018-11-30 15:25:17"
 "2018-12-05 13:55:35", ""
 "2018-12-06 09:09:33", ""
 "2018-12-03 12:38:23", "2018-12-03 14:26:19"
 "2018-12-05 15:53:13", "2018-12-05 16:45:29"
 "2018-12-05 12:51:17", "2018-12-05 13:28:27"
 "2018-12-05 15:40:19", "2018-12-05 16:27:15"
 "2018-12-07 10:30:11", "2018-12-07 10:47:56"
 "2018-12-06 15:27:36", ""
 "2018-12-03 10:30:21", "2018-12-03 11:38:27"
 "2018-12-03 14:50:39", "2018-12-03 15:51:54"
 "2018-12-06 10:51:10", "2018-12-06 11:50:22"
 "2018-12-07 09:06:38", ""
 "2018-12-07 11:49:02", ""
 "2018-12-04 15:18:33", "2018-12-04 16:53:38"
 "2018-12-05 12:22:52", "2018-12-05 12:59:04"
 "2018-12-03 11:55:20", "2018-12-03 12:18:33"
 "2018-12-06 13:52:58", ""
 "2018-12-05 14:23:11", "2018-12-05 15:48:10"
 "2018-12-04 12:54:36", "2018-12-04 14:02:43"
 "2018-12-06 16:07:15", ""
 "2018-12-05 13:45:11", "2018-12-05 13:52:34"
 "2018-12-03 15:55:30", "2018-12-03 16:52:32"
 "2018-12-05 15:19:06", "2018-12-05 17:32:54"
 "2018-12-03 15:06:16", "2018-12-03 15:38:10"
 "2018-12-05 13:21:54", ""
 "2018-12-07 09:09:12", "2018-12-07 13:09:21"
 "2018-12-07 13:09:26", "2018-12-07 15:27:40"
 "2018-12-03 11:54:23", "2018-12-03 12:45:37"
 "2018-12-03 09:34:32", "2018-12-03 10:15:30"
 "2018-11-30 09:07:51", "2018-11-30 09:59:37"
 "2018-12-03 14:57:03", "2018-12-03 16:55:29"
 "2018-12-05 09:10:22", ""
 "2018-12-03 13:41:53", "2018-12-03 14:57:23"
 "2018-12-05 14:56:44", "2018-12-05 16:21:20"
 "2018-12-06 13:57:00", ""
 "2018-12-05 16:32:19", "2018-12-05 17:39:20"
 "2018-12-06 15:58:31", "2018-12-06 16:22:16"
 "2018-12-05 10:10:51", "2018-12-05 10:40:51"
 "2018-12-06 10:49:10", ""
 "2018-11-30 11:13:30", "2018-11-30 11:18:46"
 "2018-12-05 13:04:34", "2018-12-05 13:28:42"
 "2018-12-05 16:29:43", "2018-12-05 16:35:06"
 "2018-12-05 17:46:19", "2018-12-05 17:53:26"
 "2018-12-06 16:55:52", ""
 "2018-12-07 10:34:12", "2018-12-07 11:06:03"
 "2018-12-07 10:34:29", "2018-12-07 11:05:56"
 "2018-12-05 10:23:27", ""
 "2018-12-03 10:29:07", "2018-12-03 12:54:58"
 "2018-12-05 10:14:28", "2018-12-05 12:36:49"
 "2018-12-06 12:46:49", "2018-12-06 13:15:11"
 "2018-12-06 13:09:41", "2018-12-06 13:25:07"
 "2018-12-05 13:12:03", ""
 "2018-12-05 14:40:01", "2018-12-05 15:10:01"
 "2018-12-06 14:59:17", "2018-12-06 15:29:17"
 "2018-12-07 09:47:25", "2018-12-07 09:56:55"
 "2018-12-03 11:57:08", "2018-12-03 12:18:21"
 "2018-12-05 15:03:50", "2018-12-05 16:36:59"
 "2018-12-05 13:21:10", "2018-12-05 13:58:05"
 "2018-12-06 14:54:51", "2018-12-06 15:35:46"
 "2018-12-05 10:11:15", ""
 "2018-12-07 15:38:07", "2018-12-07 16:41:45"
 "2018-12-06 14:07:29", ""
 "2018-12-06 13:25:44", "2018-12-06 13:35:12"
 "2018-12-05 10:01:48", "2018-12-05 10:26:32"
 "2018-12-05 13:01:29", "2018-12-05 14:13:47"
 "2018-12-03 09:59:21", "2018-12-03 10:50:05"
 "2018-12-05 10:29:12", ""
 "2018-11-30 09:34:06", ""
 "2018-12-05 11:09:04", "2018-12-05 11:40:39"
 "2018-12-05 15:03:59", "2018-12-05 16:39:18"
 "2018-12-05 13:21:24", "2018-12-05 13:57:45"
 "2018-12-06 10:41:41", ""
 "2018-12-06 15:03:42", ""
 "2018-12-04 10:56:26", "2018-12-04 11:49:47"
 "2018-12-03 12:59:32", "2018-12-03 13:29:32"
 "2018-12-05 13:04:16", "2018-12-05 13:28:37"
 "2018-12-05 15:41:13", "2018-12-05 17:10:35"
 "2018-12-07 08:58:27", ""
 "2018-12-03 13:33:56", "2018-12-03 14:50:48"
 "2018-12-06 13:15:29", "2018-12-06 13:22:41"
 "2018-12-06 17:19:36", "2018-12-06 17:39:51"
 "2018-12-06 12:47:31", "2018-12-06 13:19:58"
 "2018-12-03 12:23:22", ""
 "2018-12-04 14:17:56", "2018-12-04 15:16:59"
 "2018-12-06 12:02:31", "2018-12-06 12:53:44"
 "2018-12-04 16:41:29", ""
 "2018-12-06 14:22:45", ""
 "2018-12-04 10:51:19", "2018-12-04 11:49:56"
 "2018-12-05 12:57:03", "2018-12-05 13:50:15"
 "2018-12-05 09:43:54", "2018-12-05 13:16:39"
 "2018-12-06 13:09:58", "2018-12-06 13:25:01"
 "2018-12-05 12:22:38", "2018-12-05 13:29:49"
 "2018-12-06 15:43:44", ""
 "2018-11-30 07:57:46", "2018-11-30 10:04:06"
 "2018-11-30 15:05:03", "2018-11-30 16:58:55"
 "2018-12-05 11:14:06", "2018-12-05 11:44:06"
 "2018-12-07 13:15:35", ""
 "2018-12-03 12:00:57", "2018-12-03 12:06:28"
 "2018-12-03 13:20:29", "2018-12-03 14:23:18"
 "2018-12-03 15:28:11", "2018-12-03 15:49:28"
 "2018-12-06 12:30:11", ""
 "2018-12-06 09:54:27", ""
 "2018-12-06 13:51:59", ""
 "2018-12-04 15:32:09", ""
 "2018-12-05 13:04:04", "2018-12-05 13:28:51"
 "2018-12-03 11:10:26", "2018-12-03 11:40:26"
 "2018-12-04 14:54:48", "2018-12-04 15:44:13"
 "2018-12-05 11:43:22", "2018-12-05 13:18:42"
 "2018-12-06 10:45:37", ""
 "2018-12-05 10:49:02", ""
 "2018-12-03 15:53:59", "2018-12-03 16:51:23"
 "2018-12-05 15:56:56", "2018-12-05 16:51:03"
 "2018-12-05 12:58:54", "2018-12-05 13:40:45"
 "2018-12-05 16:25:06", ""
 "2018-12-03 15:56:40", "2018-12-03 16:51:09"
 "2018-12-05 15:55:24", "2018-12-05 16:50:57"
 "2018-12-06 09:25:42", ""
 "2018-11-30 13:04:56", "2018-11-30 16:13:07"
 "2018-12-03 12:57:56", "2018-12-03 14:30:09"
 "2018-12-06 12:39:47", "2018-12-06 13:13:57"
 "2018-12-06 15:45:17", "2018-12-06 16:35:59"
 "2018-12-05 16:38:11", "2018-12-05 17:08:11"
 "2018-12-06 16:29:02", "2018-12-06 16:59:02"
 "2018-12-07 15:39:26", ""
 "2018-12-05 16:53:01", "2018-12-05 17:10:06"
 "2018-12-06 11:26:47", "2018-12-06 11:34:14"
 "2018-12-05 12:51:43", "2018-12-05 13:20:34"
 "2018-12-03 14:35:09", "2018-12-03 15:56:10"
 "2018-12-05 10:30:47", "2018-12-05 10:44:17"
 "2018-12-06 14:32:30", ""
 "2018-12-07 08:58:45", ""
 "2018-12-07 09:46:47", "2018-12-07 09:56:52"
 "2018-12-03 13:03:42", "2018-12-03 13:32:24"
 "2018-12-04 12:57:33", "2018-12-04 13:31:10"
 "2018-12-05 11:11:32", "2018-12-05 11:11:52"
 "2018-12-05 11:11:54", "2018-12-05 11:27:59"
 "2018-12-04 11:25:01", "2018-12-04 12:21:08"
 "2018-12-04 13:46:00", "2018-12-04 14:49:29"
 "2018-12-06 10:39:37", "2018-12-06 11:09:50"
 "2018-12-07 12:58:17", ""
 "2018-12-05 09:14:00", "2018-12-05 09:22:17"
 "2018-12-05 14:13:35", ""
 "2018-12-04 09:48:33", "2018-12-04 10:10:04"
 "2018-12-05 13:03:42", ""
 "2018-12-04 11:56:53", "2018-12-04 12:02:23"
 "2018-12-06 11:16:57", ""
 "2018-12-04 13:47:20", "2018-12-04 13:48:26"
 "2018-12-05 13:56:29", "2018-12-05 13:59:28"
 "2018-12-06 15:34:39", ""
 "2018-12-04 12:59:07", "2018-12-04 13:31:06"
 "2018-12-04 11:57:17", "2018-12-04 12:17:23"
 "2018-12-06 10:17:40", ""
 "2018-12-06 14:00:45", "2018-12-06 17:56:49"
 "2018-12-04 11:55:39", ""
 "2018-12-04 10:14:20", "2018-12-04 10:55:48"
 "2018-12-03 14:31:36", "2018-12-03 15:44:24"
 "2018-12-05 14:45:23", "2018-12-05 14:54:54"
 "2018-12-06 12:50:12", ""
 "2018-12-05 13:20:20", "2018-12-05 13:52:49"
 "2018-12-03 12:10:00", "2018-12-03 13:52:48"
 "2018-12-03 14:56:44", "2018-12-03 15:26:44"
 "2018-12-05 13:10:23", "2018-12-05 17:32:18"
 "2018-12-06 11:03:20", "2018-12-06 13:11:59"
 "2018-12-03 15:28:36", "2018-12-03 15:49:33"
 "2018-12-05 13:22:46", ""
 "2018-12-05 09:50:08", "2018-12-05 10:20:08"
 "2018-12-06 09:48:00", "2018-12-06 12:32:56"
 "2018-12-07 10:28:23", "2018-12-07 12:14:41"
 "2018-12-05 09:59:52", ""
 "2018-12-06 13:28:50", "2018-12-06 15:01:12"
 "2018-12-06 15:01:15", "2018-12-06 16:00:44"
 "2018-12-04 09:53:05", "2018-12-04 10:55:32"
 "2018-12-05 10:35:10", "2018-12-05 11:37:13"
 "2018-12-06 17:53:42", ""
 "2018-12-03 11:59:29", ""
 "2018-12-03 12:57:29", "2018-12-03 13:44:47"
 "2018-12-06 11:33:00", "2018-12-06 11:55:37"
 "2018-12-05 13:22:10", "2018-12-05 13:47:39"
 "2018-12-05 12:20:53", ""
 "2018-12-04 14:43:47", "2018-12-04 15:12:49"
 "2018-12-06 15:04:22", "2018-12-06 15:41:14"
 "2018-12-06 13:37:18", ""
 "2018-12-07 13:03:59", "2018-12-07 13:11:12"
 "2018-12-06 12:54:43", "2018-12-06 12:56:09"
 "2018-12-06 10:24:02", ""
 "2018-12-03 14:57:15", "2018-12-03 15:51:21"
 "2018-12-04 13:32:41", ""
 "2018-12-03 12:48:22", "2018-12-03 14:09:10"
 "2018-12-06 15:12:06", "2018-12-06 16:03:43"
 "2018-12-06 13:14:03", "2018-12-06 13:37:27"
 "2018-12-03 11:57:23", "2018-12-03 12:18:30"
 "2018-12-03 12:47:51", "2018-12-03 13:51:47"
 "2018-12-06 14:40:46", "2018-12-06 14:54:32"
 "2018-12-06 16:05:21", "2018-12-06 16:21:26"
 "2018-12-05 13:11:48", ""
 "2018-12-04 11:47:23", ""
 "2018-12-05 09:18:51", ""
 "2018-12-04 09:58:18", "2018-12-04 10:49:38"
 "2018-12-05 09:01:17", "2018-12-05 09:31:17"
 "2018-12-06 14:42:19", ""
 "2018-12-07 15:01:28", ""
 "2018-12-03 15:56:30", ""
 "2018-12-03 16:10:21", ""
 "2018-12-03 16:10:41", ""
 "2018-12-05 13:29:29", "2018-12-05 14:47:38"
 "2018-12-06 12:34:42", "2018-12-06 15:24:38"
 "2018-12-05 13:37:10", "2018-12-05 14:47:51"
 "2018-12-05 15:49:51", "2018-12-05 16:16:11"
 "2018-12-07 14:23:25", ""
 "2018-12-06 15:43:55", "2018-12-06 15:55:19"
 "2018-12-06 14:57:03", ""
 "2018-12-05 12:58:35", ""
 "2018-11-30 10:24:49", "2018-11-30 10:35:53"
 "2018-12-04 15:42:08", ""
 "2018-12-03 15:58:07", ""
 "2018-12-03 15:51:37", "2018-12-03 16:07:02"
 "2018-12-04 14:56:01", ""
 "2018-11-30 14:59:10", ""
 "2018-12-04 10:19:20", "2018-12-04 10:50:59"
 "2018-12-04 16:09:18", "2018-12-04 16:53:48"
 "2018-12-05 16:36:53", "2018-12-05 18:31:45"
 "2018-12-06 13:54:35", "2018-12-06 16:51:31"
 "2018-12-06 16:55:39", "2018-12-06 17:22:03"
 "2018-12-05 10:35:24", ""
 "2018-12-06 15:45:29", "2018-12-06 16:36:05"
 "2018-12-06 13:37:45", "2018-12-06 13:44:11"
 "2018-12-03 13:04:15", "2018-12-03 13:32:36"
 "2018-12-07 11:23:14", ""
 "2018-12-05 15:33:58", "2018-12-05 16:23:36"
 "2018-12-07 11:51:54", "2018-12-07 12:45:41"
 "2018-12-07 10:29:58", "2018-12-07 10:47:47"
 "2018-12-06 14:26:33", ""
 "2018-12-05 11:48:46", "2018-12-05 16:05:42"
 "2018-12-06 11:20:07", ""
 "2018-12-03 10:58:34", "2018-12-03 13:46:34"
 "2018-12-03 14:53:22", "2018-12-03 15:34:42"
 "2018-12-05 11:37:26", "2018-12-05 13:00:51"
 "2018-12-05 14:56:34", "2018-12-05 16:21:36"
 "2018-12-06 11:47:38", "2018-12-06 12:28:35"
 "2018-12-06 12:49:25", "2018-12-06 13:45:18"
 "2018-12-04 12:11:05", "2018-12-04 12:27:50"
 "2018-12-06 11:17:35", "2018-12-06 11:52:06"
 "2018-11-30 10:17:30", "2018-11-30 10:28:56"
 "2018-12-07 10:34:56", ""
 "2018-12-04 14:54:54", "2018-12-04 15:21:13"
 "2018-12-04 16:28:19", ""
 "2018-12-07 11:18:18", "2018-12-07 11:32:21"
 "2018-12-06 14:54:04", "2018-12-06 15:12:19"
 "2018-12-06 10:20:14", ""
 "2018-12-06 16:12:01", "2018-12-06 16:32:54"
 "2018-12-03 11:54:39", "2018-12-03 12:44:52"
 "2018-12-03 14:25:09", "2018-12-03 14:38:34"
 "2018-12-03 13:57:06", "2018-12-03 14:50:45"
 "2018-12-06 10:44:37", "2018-12-06 11:17:15"
 "2018-12-06 12:16:20", "2018-12-06 12:23:32"
 "2018-12-05 13:52:27", "2018-12-05 14:48:13"
 "2018-12-05 15:24:23", "2018-12-05 15:46:53"
 "2018-12-05 12:14:46", "2018-12-05 15:02:59"
 "2018-12-05 15:03:06", "2018-12-05 15:36:48"
 "2018-12-05 14:45:09", "2018-12-05 14:54:46"
 "2018-12-05 09:00:50", "2018-12-05 09:30:50"
 "2018-12-06 09:01:23", "2018-12-06 13:35:26"
 "2018-12-04 12:01:01", ""
 "2018-12-06 15:40:27", "2018-12-06 15:48:54"
 "2018-12-06 14:54:13", ""
 "2018-12-05 09:57:57", "2018-12-05 10:43:02"
 "2018-12-06 16:18:01", ""
 "2018-12-06 13:10:29", "2018-12-06 13:25:05"
 "2018-12-04 10:59:55", "2018-12-04 12:21:38"
 "2018-12-04 13:45:50", "2018-12-04 14:44:34"
 "2018-12-06 10:47:58", "2018-12-06 12:15:39"
 "2018-12-05 14:14:47", "2018-12-05 14:49:47"
 "2018-12-06 14:26:59", "2018-12-06 15:05:15"
 "2018-12-03 16:42:15", ""
 "2018-12-05 11:08:57", "2018-12-05 11:54:57"
 "2018-12-07 11:54:41", "2018-12-07 11:55:28"
 "2018-12-03 15:41:10", "2018-12-03 16:00:32"
 "2018-12-06 12:41:52", ""
 "2018-12-04 10:54:26", "2018-12-04 12:23:36"
 "2018-12-04 14:59:08", "2018-12-04 15:32:39"
 "2018-12-04 15:32:57", "2018-12-04 15:41:00"
 "2018-12-06 11:24:47", "2018-12-06 12:21:22"
 "2018-12-06 13:59:49", ""
 "2018-12-06 15:54:56", "2018-12-06 16:05:55"
 "2018-12-06 13:47:56", "2018-12-06 13:53:09"
 "2018-12-06 17:06:00", "2018-12-06 17:24:25"
 "2018-12-06 14:27:12", "2018-12-06 14:43:03"
 "2018-12-05 11:53:25", ""
 "2018-12-05 10:11:39", ""
 "2018-12-05 11:54:50", "2018-12-05 12:11:58"
 "2018-12-05 12:52:39", "2018-12-05 13:52:14"
 "2018-12-05 14:59:39", "2018-12-05 16:05:45"
 "2018-12-05 14:11:00", "2018-12-05 14:55:01"
 "2018-12-06 15:42:33", "2018-12-06 15:54:05"
 "2018-12-04 11:57:04", "2018-12-04 12:17:14"
 "2018-12-05 13:20:02", ""
 "2018-12-06 15:57:12", ""
 "2018-12-05 14:55:41", "2018-12-05 15:05:01"
 "2018-12-05 16:02:23", "2018-12-05 16:37:09"
 "2018-12-04 14:14:41", "2018-12-04 15:06:17"
 "2018-12-06 13:46:05", "2018-12-06 14:45:34"
 "2018-11-30 08:56:28", "2018-11-30 10:41:24"
 "2018-12-04 10:47:50", "2018-12-04 12:21:23"
 "2018-12-04 13:45:40", "2018-12-04 14:49:23"
 "2018-12-05 11:09:35", "2018-12-05 11:09:46"
 "2018-12-07 08:54:58", "2018-12-07 11:13:26"
 "2018-12-03 16:24:19", "2018-12-03 16:47:35"
 "2018-12-06 18:11:31", ""
 "2018-12-03 11:57:48", "2018-12-03 12:45:44"
 "2018-12-05 15:00:21", "2018-12-05 15:14:12"
 "2018-12-03 14:48:27", ""
 "2018-12-05 16:25:30", ""
 "2018-12-06 10:35:57", ""
 "2018-12-03 12:06:05", "2018-12-03 12:36:05"
 "2018-12-06 09:38:29", ""
 "2018-12-07 09:47:03", "2018-12-07 09:56:49"
 "2018-11-30 09:54:26", ""
 "2018-12-05 15:32:19", ""
 "2018-12-03 10:55:27", "2018-12-03 11:50:02"
 "2018-12-04 14:26:46", ""
 "2018-11-30 13:45:26", "2018-11-30 13:45:58"
 "2018-12-07 15:35:28", "2018-12-07 16:07:36"
 "2018-12-03 10:31:52", "2018-12-03 10:44:51"
 "2018-12-03 15:28:24", "2018-12-03 15:49:39"
 "2018-12-03 13:49:41", "2018-12-03 14:33:41"
 "2018-12-06 10:45:56", ""
 "2018-12-05 14:43:22", "2018-12-05 14:43:50"
 "2018-12-05 14:43:54", "2018-12-05 15:07:56"
 "2018-12-06 10:50:41", "2018-12-06 12:53:36"
 "2018-12-06 16:08:47", "2018-12-06 16:15:29"
 "2018-12-04 12:07:11", "2018-12-04 12:53:53"
 "2018-12-06 12:07:29", "2018-12-06 12:53:47"
 "2018-12-06 10:31:58", "2018-12-06 10:47:24"
 "2018-11-30 09:20:41", "2018-11-30 09:29:33"
 "2018-12-06 12:41:06", "2018-12-06 12:49:42"
 "2018-12-07 11:57:55", "2018-12-07 12:02:50"
 "2018-12-05 15:01:36", "2018-12-05 15:01:55"
 "2018-12-05 15:01:57", "2018-12-05 15:26:11"
 "2018-11-30 09:51:59", "2018-11-30 10:53:25"
 "2018-12-03 09:07:52", "2018-12-03 11:02:31"
 "2018-11-30 09:31:14", "2018-11-30 09:59:18"
 "2018-12-05 17:19:22", ""
 "2018-12-05 14:00:47", "2018-12-05 14:48:05"
 "2018-12-06 12:49:33", "2018-12-06 13:00:27"
 "2018-12-05 12:15:34", "2018-12-05 12:45:34"
 "2018-12-06 12:14:00", "2018-12-06 12:14:16"
 "2018-12-06 12:14:20", ""
 "2018-12-06 13:52:37", ""
 "2018-11-30 10:43:08", "2018-11-30 10:51:38"
 "2018-12-06 09:12:32", ""
 "2018-12-06 13:25:15", "2018-12-06 13:29:44"
 "2018-12-03 14:49:16", "2018-12-03 15:14:14"
 "2018-12-05 16:57:55", ""
 "2018-12-07 15:06:16", "2018-12-07 15:23:44"
 "2018-11-30 13:45:35", "2018-11-30 13:46:06"
 "2018-12-06 11:51:49", "2018-12-06 12:11:27"
 "2018-12-06 10:49:24", "2018-12-06 12:18:28"
 "2018-12-06 12:13:27", ""
